sales_representative,location,region,customer,order_date,item,quantity,price,total_sales
Randy Watson,Massachusetts,East,Joseph Bishop,2016-10-27,Junk,4,12.42,49.68
Patrick Graham,Washington,West,Earl White,2016-10-28,Things,7,17.83,124.81
Diane Gonzalez,Oregon,West,Samuel Garza,2016-10-28,Widgets,2,53.35,106.7
Sara Snyder,New York,East,Frank Owens,2016-10-28,Widgets,3,53.35,160.05
Patrick Graham,Oregon,West,Gloria Oliver,2016-10-28,Things,6,17.83,106.98
Sara Snyder,Massachusetts,East,Dennis Reed,2016-10-28,Junk,6,12.42,74.52
Sara Snyder,New Jersey,East,Ruby Evans,2016-10-28,Stuff,1,16.32,16.32
Sara Snyder,Connecticut,East,Raymond Clark,2016-10-28,Junk,2,12.42,24.84
Patrick Graham,Washington,West,Joan Austin,2016-10-28,Things,5,17.83,89.15
Randy Watson,New York,East,Ronald Kim,2016-10-28,Junk,2,12.42,24.84
Patrick Graham,Oregon,West,Lois Fernandez,2016-10-29,Stuff,5,16.32,81.6
Patrick Graham,Oregon,West,Donald Ryan,2016-10-29,Junk,8,12.42,99.36
Sara Snyder,New York,East,Edward Cooper,2016-10-29,Widgets,4,53.35,213.4
Patrick Graham,Washington,West,Jason Berry,2016-10-29,Stuff,3,16.32,48.96
Sara Snyder,New York,East,Lawrence Ruiz,2016-10-29,Stuff,3,16.32,48.96
Diane Gonzalez,California,West,Beverly Jacobs,2016-10-29,Stuff,2,16.32,32.64
Sara Snyder,Massachusetts,East,Jeremy Richards,2016-10-29,Things,8,17.83,142.64
Sara Snyder,Massachusetts,East,Roy Rivera,2016-10-29,Stuff,8,16.32,130.56
Patrick Graham,Washington,West,Ruth Day,2016-10-29,Stuff,3,16.32,48.96
Patrick Graham,Oregon,West,Martha Harper,2016-10-29,Things,1,17.83,17.83
Sara Snyder,Connecticut,East,Lois Baker,2016-10-29,Things,3,17.83,53.49
Sara Snyder,New York,East,Phyllis Johnston,2016-10-30,Things,1,17.83,17.83
Randy Watson,Massachusetts,East,Jean Fowler,2016-10-30,Things,8,17.83,142.64
Frances Warren,Massachusetts,East,Alice Kelly,2016-10-30,Junk,7,12.42,86.94
Diane Gonzalez,Washington,West,Ruth Kennedy,2016-10-30,Widgets,5,53.35,266.75
Randy Watson,Massachusetts,East,Eugene Hughes,2016-10-30,Stuff,3,16.32,48.96
Sara Snyder,New York,East,Mark Alexander,2016-10-30,Things,7,17.83,124.81
Sara Snyder,New Jersey,East,Lois Woods,2016-10-30,Junk,8,12.42,99.36
Patrick Graham,Washington,West,Ryan Ramos,2016-10-30,Things,8,17.83,142.64
Sara Snyder,New Jersey,East,Albert Dunn,2016-10-30,Things,4,17.83,71.32
Patrick Graham,Washington,West,Henry Sanders,2016-10-30,Stuff,7,16.32,114.24
Randy Watson,Massachusetts,East,Robin Matthews,2016-10-31,Stuff,5,16.32,81.6
Sara Snyder,New Jersey,East,Stephen Welch,2016-10-31,Junk,6,12.42,74.52
Sara Snyder,New York,East,Virginia Alvarez,2016-10-31,Junk,2,12.42,24.84
Patrick Graham,Washington,West,Margaret James,2016-10-31,Junk,8,12.42,99.36
Patrick Graham,Washington,West,Earl Morales,2016-10-31,Stuff,9,16.32,146.88
Sara Snyder,New Jersey,East,Benjamin Willis,2016-10-31,Things,8,17.83,142.64
Sara Snyder,New York,East,Ashley Spencer,2016-10-31,Widgets,4,53.35,213.4
Patrick Graham,Washington,West,Jessica Miller,2016-10-31,Things,7,17.83,124.81
Randy Watson,New York,East,Frank Owens,2016-10-31,Junk,6,12.42,74.52
Sara Snyder,New York,East,Sharon Rose,2016-10-31,Junk,10,12.42,124.2
Diane Gonzalez,Oregon,West,Joseph Reynolds,2016-10-31,Junk,8,12.42,99.36
Sara Snyder,Connecticut,East,Janice Ford,2016-10-31,Things,9,17.83,160.47
Diane Gonzalez,California,West,Martha Bell,2016-10-31,Widgets,8,53.35,426.8
Patrick Graham,Washington,West,Gloria Morris,2016-11-01,Widgets,1,53.35,53.35
Sara Snyder,Massachusetts,East,Phillip Young,2016-11-01,Stuff,2,16.32,32.64
Sara Snyder,New Jersey,East,Joshua Washington,2016-11-01,Widgets,4,53.35,213.4
Randy Watson,New York,East,Frances Campbell,2016-11-01,Junk,9,12.42,111.78
Randy Watson,Massachusetts,East,Lori Shaw,2016-11-01,Widgets,10,53.35,533.5
Sara Snyder,New York,East,Roger Freeman,2016-11-01,Junk,9,12.42,111.78
Patrick Graham,Nevada,West,Rachel Dunn,2016-11-01,Things,5,17.83,89.15
Diane Gonzalez,Oregon,West,Jean Griffin,2016-11-01,Things,2,17.83,35.66
Frances Warren,New York,East,Betty Stewart,2016-11-01,Things,5,17.83,89.15
Randy Watson,Massachusetts,East,Eugene Schmidt,2016-11-01,Things,8,17.83,142.64
Patrick Graham,Washington,West,Gregory Richardson,2016-11-01,Things,3,17.83,53.49
Sara Snyder,New York,East,Debra Palmer,2016-11-01,Stuff,2,16.32,32.64
Sara Snyder,New York,East,Evelyn Greene,2016-11-01,Widgets,5,53.35,266.75
Randy Watson,Massachusetts,East,Gary Young,42675,Junk,7,12.42,86.94
Sara Snyder,Massachusetts,East,Harold Rodriguez,42675,Stuff,5,16.32,81.6
Sara Snyder,New Jersey,East,Frank Spencer,42675,Widgets,4,53.35,213.4
Sara Snyder,Massachusetts,East,Roy Franklin,42675,Junk,10,12.42,124.2
Diane Gonzalez,Washington,West,Kimberly Lee,2016-11-02,Things,7,17.83,124.81
Patrick Graham,California,West,Dennis Fields,2016-11-02,Widgets,5,53.35,266.75
Sara Snyder,New York,East,Heather Andrews,2016-11-02,Stuff,4,16.32,65.28
Sara Snyder,Massachusetts,East,Joseph Bishop,2016-11-02,Things,10,17.83,178.3
Frances Warren,New York,East,Gloria Harper,2016-11-02,Junk,5,12.42,62.1
Sara Snyder,New York,East,Joshua Campbell,2016-11-02,Junk,3,12.42,37.26
Patrick Graham,California,West,Ann Hall,2016-11-02,Junk,5,12.42,62.1
Sara Snyder,New York,East,Lawrence Ruiz,2016-11-02,Junk,2,12.42,24.84
Patrick Graham,Washington,West,Annie Hughes,2016-11-02,Junk,1,12.42,12.42
Sara Snyder,Connecticut,East,Jane Watkins,2016-11-02,Stuff,2,16.32,32.64
Sara Snyder,Massachusetts,East,Robin Matthews,2016-11-02,Things,4,17.83,71.32
Sara Snyder,New York,East,Wayne Lawson,2016-11-02,Stuff,10,16.32,163.2
Patrick Graham,Washington,West,Kathy Schmidt,2016-11-02,Stuff,9,16.32,146.88
Patrick Graham,Oregon,West,Brian Bryant,2016-11-02,Stuff,8,16.32,130.56
Patrick Graham,Washington,West,Annie Hughes,2016-11-02,Things,5,17.83,89.15
Frances Warren,New York,East,Antonio Mason,42676,Widgets,10,53.35,533.5
Frances Warren,New York,East,Frank Ramos,42676,Junk,3,12.42,37.26
Diane Gonzalez,Washington,West,Mary Green,42676,Junk,5,12.42,62.1
Diane Gonzalez,California,West,Kelly Wagner,42676,Widgets,4,53.35,213.4
Sara Snyder,Massachusetts,East,Paul Perkins,42676,Junk,7,12.42,86.94
Sara Snyder,New Jersey,East,Adam Russell,42676,Things,9,17.83,160.47
Diane Gonzalez,California,West,Tina Schmidt,42676,Widgets,2,53.35,106.7
Patrick Graham,California,West,Harold Duncan,42676,Stuff,10,16.32,163.2
Sara Snyder,New York,East,Todd Holmes,42676,Junk,1,12.42,12.42
Randy Watson,New Jersey,East,Stephen Welch,2016-11-03,Junk,3,12.42,37.26
Sara Snyder,New York,East,Denise Perez,2016-11-03,Stuff,6,16.32,97.92
Sara Snyder,New Jersey,East,Donna Bryant,2016-11-03,Widgets,1,53.35,53.35
Diane Gonzalez,Washington,West,Jerry Davis,2016-11-03,Junk,2,12.42,24.84
Sara Snyder,Massachusetts,East,George Stone,2016-11-03,Junk,6,12.42,74.52
Randy Watson,New Jersey,East,Sean Weaver,2016-11-03,Widgets,2,53.35,106.7
Patrick Graham,California,West,Joan Robinson,2016-11-03,Things,5,17.83,89.15
Frances Warren,New Jersey,East,Jacqueline Wheeler,2016-11-03,Junk,1,12.42,12.42
Randy Watson,Massachusetts,East,Charles Ray,2016-11-03,Junk,4,12.42,49.68
Patrick Graham,California,West,Andrea Lawrence,2016-11-03,Junk,2,12.42,24.84
Randy Watson,Massachusetts,East,George Stone,2016-11-03,Junk,3,12.42,37.26
Sara Snyder,Massachusetts,East,Frank Murphy,2016-11-03,Things,6,17.83,106.98
Sara Snyder,Massachusetts,East,Cheryl Williamson,2016-11-03,Junk,7,12.42,86.94
Patrick Graham,Washington,West,Marilyn Carpenter,2016-11-03,Junk,5,12.42,62.1
Sara Snyder,Massachusetts,East,Roy Rivera,42677,Junk,6,12.42,74.52
Patrick Graham,Oregon,West,Brian Bryant,42677,Junk,6,12.42,74.52
Sara Snyder,New York,East,Anne Fisher,2016-11-04,Stuff,9,16.32,146.88
Patrick Graham,Oregon,West,Gloria Oliver,2016-11-04,Widgets,2,53.35,106.7
Patrick Graham,California,West,Rebecca Ryan,2016-11-04,Stuff,10,16.32,163.2
Diane Gonzalez,California,West,Gerald Mcdonald,2016-11-04,Widgets,10,53.35,533.5
Diane Gonzalez,California,West,Martha Bell,2016-11-04,Widgets,9,53.35,480.15
Sara Snyder,Massachusetts,East,Douglas Duncan,2016-11-04,Things,7,17.83,124.81
Sara Snyder,New Jersey,East,Ashley Adams,2016-11-04,Widgets,1,53.35,53.35
Diane Gonzalez,Oregon,West,Thomas Lane,2016-11-04,Widgets,1,53.35,53.35
Randy Watson,Connecticut,East,Albert Bradley,2016-11-04,Widgets,6,53.35,320.1
Randy Watson,New York,East,Ralph Gomez,2016-11-04,Things,9,17.83,160.47
Sara Snyder,Connecticut,East,Brandon Morales,2016-11-04,Junk,6,12.42,74.52
Patrick Graham,California,West,Dennis Fields,2016-11-04,Widgets,5,53.35,266.75
Sara Snyder,Massachusetts,East,Walter Kennedy,42678,Junk,7,12.42,86.94
Randy Watson,New York,East,Kimberly Morris,42678,Things,6,17.83,106.98
Diane Gonzalez,California,West,Joan Robinson,42678,Stuff,8,16.32,130.56
Patrick Graham,California,West,Howard Nelson,42678,Junk,9,12.42,111.78
Sara Snyder,New Jersey,East,Albert Dunn,42678,Junk,6,12.42,74.52
Sara Snyder,New Jersey,East,Emily Duncan,42678,Junk,1,12.42,12.42
Patrick Graham,Washington,West,Arthur James,42678,Junk,4,12.42,49.68
Diane Gonzalez,California,West,Mary Rose,42678,Things,1,17.83,17.83
Patrick Graham,Washington,West,Stephen Martinez,42678,Widgets,7,53.35,373.45
Randy Watson,New York,East,Anna Wheeler,42678,Widgets,4,53.35,213.4
Sara Snyder,New Jersey,East,Billy Wood,42678,Stuff,5,16.32,81.6
Patrick Graham,Washington,West,Jerry Davis,42678,Stuff,1,16.32,16.32
Diane Gonzalez,Washington,West,Paula Ross,2016-11-05,Widgets,8,53.35,426.8
Randy Watson,Massachusetts,East,Martha Brown,2016-11-05,Stuff,5,16.32,81.6
Sara Snyder,New York,East,Frances Campbell,2016-11-05,Widgets,1,53.35,53.35
Diane Gonzalez,California,West,Helen Diaz,2016-11-05,Widgets,5,53.35,266.75
Patrick Graham,Washington,West,Jason Berry,2016-11-05,Widgets,2,53.35,106.7
Sara Snyder,New Jersey,East,Joshua Washington,2016-11-05,Junk,5,12.42,62.1
Sara Snyder,Massachusetts,East,Sandra Weaver,2016-11-05,Things,1,17.83,17.83
Sara Snyder,New York,East,Judith Warren,2016-11-05,Widgets,6,53.35,320.1
Sara Snyder,Massachusetts,East,Kevin Torres,2016-11-05,Junk,3,12.42,37.26
Frances Warren,Massachusetts,East,Carl Ford,2016-11-05,Things,1,17.83,17.83
Randy Watson,Massachusetts,East,Jerry Butler,42679,Junk,7,12.42,86.94
Patrick Graham,California,West,Andrea Washington,42679,Junk,3,12.42,37.26
Frances Warren,New York,East,Teresa Thomas,42679,Junk,4,12.42,49.68
Randy Watson,New York,East,Mark Rogers,42679,Things,9,17.83,160.47
Patrick Graham,Oregon,West,Michelle Phillips,42679,Junk,2,12.42,24.84
Frances Warren,Massachusetts,East,Phillip Young,42679,Junk,9,12.42,111.78
Frances Warren,New York,East,Roy Collins,42679,Widgets,10,53.35,533.5
Patrick Graham,Washington,West,Kimberly Lee,42679,Junk,6,12.42,74.52
Randy Watson,New York,East,Kimberly Little,42679,Stuff,10,16.32,163.2
Sara Snyder,New York,East,Joan Harvey,2016-11-06,Stuff,10,16.32,163.2
Sara Snyder,New York,East,Dorothy Patterson,2016-11-06,Things,9,17.83,160.47
Patrick Graham,Oregon,West,Sharon Wagner,2016-11-06,Junk,6,12.42,74.52
Patrick Graham,Washington,West,Christine Jacobs,2016-11-06,Things,2,17.83,35.66
Diane Gonzalez,Oregon,West,Wanda Allen,2016-11-06,Junk,2,12.42,24.84
Sara Snyder,New York,East,Brenda Cruz,2016-11-06,Widgets,9,53.35,480.15
Diane Gonzalez,Washington,West,Gary Weaver,2016-11-06,Widgets,9,53.35,480.15
Randy Watson,Massachusetts,East,Carl Howard,2016-11-06,Junk,2,12.42,24.84
Diane Gonzalez,Washington,West,Jeremy Baker,2016-11-06,Widgets,5,53.35,266.75
Sara Snyder,Massachusetts,East,Matthew Smith,2016-11-06,Junk,8,12.42,99.36
Frances Warren,New Jersey,East,Benjamin Willis,2016-11-06,Junk,6,12.42,74.52
Patrick Graham,Oregon,West,Marilyn Graham,2016-11-06,Junk,5,12.42,62.1
Randy Watson,New York,East,Joseph Ryan,2016-11-06,Junk,8,12.42,99.36
Sara Snyder,Connecticut,East,Brandon Morales,2016-11-06,Stuff,5,16.32,81.6
Diane Gonzalez,Nevada,West,Donna Williams,2016-11-06,Things,7,17.83,124.81
Sara Snyder,Massachusetts,East,Carolyn Scott,2016-11-06,Widgets,4,53.35,213.4
Sara Snyder,New York,East,Christina Oliver,2016-11-06,Junk,2,12.42,24.84
Diane Gonzalez,Nevada,West,Paula Watson,2016-11-06,Junk,3,12.42,37.26
Frances Warren,Massachusetts,East,Robin Matthews,42680,Junk,1,12.42,12.42
Patrick Graham,Washington,West,Joseph Willis,42680,Junk,8,12.42,99.36
Patrick Graham,Washington,West,Charles Montgomery,42680,Junk,1,12.42,12.42
Sara Snyder,Connecticut,East,Clarence Mason,42680,Things,4,17.83,71.32
Patrick Graham,Washington,West,Jerry Davis,42680,Widgets,10,53.35,533.5
Randy Watson,New York,East,Christina Little,42680,Junk,5,12.42,62.1
Randy Watson,New York,East,Jerry Pierce,42680,Widgets,4,53.35,213.4
Patrick Graham,California,West,Anthony White,42680,Widgets,5,53.35,266.75
Sara Snyder,Massachusetts,East,Nancy Meyer,2016-11-07,Junk,3,12.42,37.26
Frances Warren,New Jersey,East,Ronald Lopez,2016-11-07,Stuff,4,16.32,65.28
Sara Snyder,New York,East,Gloria Harper,2016-11-07,Widgets,2,53.35,106.7
Sara Snyder,Connecticut,East,Alan Dean,2016-11-07,Junk,2,12.42,24.84
Sara Snyder,Massachusetts,East,Howard Adams,2016-11-07,Widgets,10,53.35,533.5
Randy Watson,Massachusetts,East,Theresa Ellis,2016-11-07,Widgets,8,53.35,426.8
Diane Gonzalez,Oregon,West,Edward Taylor,2016-11-07,Junk,1,12.42,12.42
Sara Snyder,New York,East,Marie Rivera,2016-11-07,Junk,4,12.42,49.68
Randy Watson,New York,East,Anna Wheeler,42681,Widgets,8,53.35,426.8
Diane Gonzalez,California,West,Dennis Fields,42681,Things,1,17.83,17.83
Sara Snyder,New York,East,Joshua Campbell,42681,Things,2,17.83,35.66
Sara Snyder,New Jersey,East,Jennifer Simpson,42681,Things,8,17.83,142.64
Sara Snyder,Massachusetts,East,Charles Ray,42681,Stuff,5,16.32,81.6
Sara Snyder,New Jersey,East,Judy Carpenter,2016-11-08,Stuff,3,16.32,48.96
Sara Snyder,Massachusetts,East,Harold Rodriguez,2016-11-08,Widgets,10,53.35,533.5
Patrick Graham,Washington,West,Gary Weaver,2016-11-08,Junk,3,12.42,37.26
Sara Snyder,Massachusetts,East,Roy Franklin,2016-11-08,Junk,4,12.42,49.68
Patrick Graham,California,West,Robin Murphy,2016-11-08,Widgets,1,53.35,53.35
Sara Snyder,Massachusetts,East,Beverly Hamilton,2016-11-08,Stuff,8,16.32,130.56
Diane Gonzalez,California,West,Willie Oliver,2016-11-08,Things,2,17.83,35.66
Patrick Graham,Oregon,West,Terry Pierce,2016-11-08,Junk,8,12.42,99.36
Sara Snyder,New Jersey,East,Billy Wood,2016-11-08,Widgets,10,53.35,533.5
Randy Watson,New York,East,Arthur Austin,2016-11-08,Stuff,3,16.32,48.96
Sara Snyder,New York,East,Karen Gray,2016-11-08,Junk,2,12.42,24.84
Sara Snyder,New Jersey,East,Kimberly Coleman,2016-11-08,Stuff,6,16.32,97.92
Sara Snyder,Massachusetts,East,Lori Shaw,2016-11-08,Junk,10,12.42,124.2
Diane Gonzalez,Washington,West,Earl Morales,2016-11-08,Junk,5,12.42,62.1
Randy Watson,Connecticut,East,Lois Baker,2016-11-08,Junk,7,12.42,86.94
Sara Snyder,New Jersey,East,Tammy Hart,2016-11-08,Stuff,8,16.32,130.56
Sara Snyder,New York,East,Harold Daniels,2016-11-08,Widgets,8,53.35,426.8
Frances Warren,New Jersey,East,Harold Matthews,2016-11-08,Junk,6,12.42,74.52
Sara Snyder,New Jersey,East,Victor Bell,2016-11-08,Junk,9,12.42,111.78
Diane Gonzalez,Washington,West,Kenneth Gomez,2016-11-08,Junk,9,12.42,111.78
Sara Snyder,Massachusetts,East,Howard Adams,42682,Things,6,17.83,106.98
Diane Gonzalez,Nevada,West,Donna Williams,42682,Things,10,17.83,178.3
Sara Snyder,New York,East,Annie Wilson,42682,Junk,6,12.42,74.52
Sara Snyder,Massachusetts,East,Carolyn Scott,42682,Junk,5,12.42,62.1
Diane Gonzalez,Washington,West,Jane Ramirez,42682,Junk,4,12.42,49.68
Sara Snyder,New York,East,Jeffrey Miller,2016-11-09,Things,5,17.83,89.15
Diane Gonzalez,Oregon,West,Jeremy Diaz,2016-11-09,Widgets,1,53.35,53.35
Patrick Graham,Oregon,West,Teresa Payne,2016-11-09,Junk,4,12.42,49.68
Diane Gonzalez,Washington,West,Jason Berry,2016-11-09,Stuff,6,16.32,97.92
Diane Gonzalez,Washington,West,Donald Lopez,2016-11-09,Junk,9,12.42,111.78
Sara Snyder,Massachusetts,East,Jean Torres,2016-11-09,Widgets,3,53.35,160.05
Patrick Graham,Washington,West,Shirley Chavez,2016-11-09,Junk,9,12.42,111.78
Diane Gonzalez,Washington,West,Jennifer Adams,2016-11-09,Stuff,6,16.32,97.92
Patrick Graham,Washington,West,Ruby Gonzales,2016-11-09,Junk,6,12.42,74.52
Sara Snyder,Massachusetts,East,Paul Perkins,42683,Stuff,2,16.32,32.64
Patrick Graham,Washington,West,Evelyn Lane,42683,Junk,7,12.42,86.94
Patrick Graham,Washington,West,Gary Weaver,42683,Things,8,17.83,142.64
Randy Watson,Massachusetts,East,Mary Nelson,42683,Junk,7,12.42,86.94
Patrick Graham,Washington,West,Jennifer Adams,42683,Junk,3,12.42,37.26
Sara Snyder,Massachusetts,East,Kevin Torres,42683,Junk,7,12.42,86.94
Sara Snyder,New Jersey,East,Randy Willis,2016-11-10,Stuff,9,16.32,146.88
Diane Gonzalez,Washington,West,Earl Morales,2016-11-10,Junk,8,12.42,99.36
Patrick Graham,Nevada,West,Doris Diaz,2016-11-10,Things,10,17.83,178.3
Sara Snyder,New York,East,Judith Woods,2016-11-10,Stuff,3,16.32,48.96
Sara Snyder,New York,East,Tina Jones,2016-11-10,Things,7,17.83,124.81
Diane Gonzalez,Washington,West,Michelle Allen,2016-11-10,Widgets,7,53.35,373.45
Randy Watson,Massachusetts,East,Mary Nelson,2016-11-10,Widgets,5,53.35,266.75
Diane Gonzalez,California,West,Diana Hamilton,2016-11-10,Junk,2,12.42,24.84
Frances Warren,Massachusetts,East,Matthew Berry,2016-11-10,Junk,1,12.42,12.42
Sara Snyder,New York,East,Alan Allen,2016-11-10,Things,1,17.83,17.83
Frances Warren,Massachusetts,East,Kathryn Fox,2016-11-10,Junk,7,12.42,86.94
Randy Watson,New Jersey,East,Lois Woods,42684,Junk,2,12.42,24.84
Patrick Graham,Washington,West,Russell Cooper,42684,Junk,1,12.42,12.42
Sara Snyder,Massachusetts,East,Thomas Robinson,42684,Stuff,2,16.32,32.64
Patrick Graham,Oregon,West,Billy Scott,42684,Junk,3,12.42,37.26
Patrick Graham,Oregon,West,Billy Scott,42684,Stuff,10,16.32,163.2
Randy Watson,New Jersey,East,Eugene Hayes,42684,Junk,3,12.42,37.26
Diane Gonzalez,California,West,Evelyn Elliott,42684,Stuff,8,16.32,130.56
Randy Watson,Massachusetts,East,Lori Shaw,2016-11-11,Junk,5,12.42,62.1
Frances Warren,Massachusetts,East,Teresa Walker,2016-11-11,Junk,10,12.42,124.2
Diane Gonzalez,Nevada,West,Peter Bishop,2016-11-11,Junk,10,12.42,124.2
Sara Snyder,Massachusetts,East,Eugene Schmidt,2016-11-11,Junk,2,12.42,24.84
Sara Snyder,New York,East,Eugene Wilson,2016-11-11,Widgets,7,53.35,373.45
Diane Gonzalez,Washington,West,Mildred Hernandez,2016-11-11,Things,9,17.83,160.47
Frances Warren,New York,East,Robert Hayes,2016-11-11,Junk,4,12.42,49.68
Diane Gonzalez,Oregon,West,Joyce Myers,2016-11-11,Widgets,7,53.35,373.45
Patrick Graham,California,West,Mary Stevens,2016-11-11,Junk,9,12.42,111.78
Diane Gonzalez,California,West,Willie Oliver,2016-11-11,Junk,10,12.42,124.2
Diane Gonzalez,California,West,Beverly Jacobs,42685,Stuff,2,16.32,32.64
Randy Watson,New York,East,Kenneth Lane,42685,Widgets,4,53.35,213.4
Sara Snyder,Massachusetts,East,Heather Lawrence,42685,Junk,4,12.42,49.68
Randy Watson,New Jersey,East,Judy Carpenter,42685,Widgets,6,53.35,320.1
Patrick Graham,Washington,West,Mildred Hernandez,42685,Widgets,2,53.35,106.7
Diane Gonzalez,Oregon,West,Joseph Reynolds,42685,Widgets,1,53.35,53.35
Sara Snyder,Massachusetts,East,Roy Franklin,2016-11-12,Stuff,5,16.32,81.6
Randy Watson,New York,East,Katherine Hayes,2016-11-12,Things,6,17.83,106.98
Sara Snyder,New Jersey,East,Lisa Thomas,2016-11-12,Junk,7,12.42,86.94
Randy Watson,Massachusetts,East,Eugene Schmidt,2016-11-12,Junk,5,12.42,62.1
Randy Watson,New York,East,Kimberly Morris,2016-11-12,Stuff,9,16.32,146.88
Sara Snyder,New Jersey,East,Brian Ryan,2016-11-12,Widgets,4,53.35,213.4
Frances Warren,Massachusetts,East,George Stone,2016-11-12,Things,10,17.83,178.3
Patrick Graham,Washington,West,Judy Sanchez,2016-11-12,Widgets,1,53.35,53.35
Patrick Graham,Oregon,West,Joyce Garcia,2016-11-12,Junk,3,12.42,37.26
Patrick Graham,Washington,West,Stephen Martinez,2016-11-12,Junk,3,12.42,37.26
Randy Watson,New York,East,Marilyn Perez,2016-11-12,Junk,6,12.42,74.52
Randy Watson,New York,East,Cynthia Brooks,2016-11-12,Junk,8,12.42,99.36
Sara Snyder,New York,East,Nicholas Howell,2016-11-12,Widgets,1,53.35,53.35
Sara Snyder,New Jersey,East,Albert Dunn,2016-11-12,Junk,7,12.42,86.94
Diane Gonzalez,Oregon,West,Marilyn Franklin,42686,Stuff,4,16.32,65.28
Sara Snyder,Massachusetts,East,Jennifer Reyes,42686,Widgets,3,53.35,160.05
Frances Warren,Massachusetts,East,Lillian Burke,42686,Widgets,9,53.35,480.15
Frances Warren,New York,East,Katherine Hayes,42686,Junk,2,12.42,24.84
Diane Gonzalez,Washington,West,Samuel Daniels,42686,Junk,8,12.42,99.36
Frances Warren,Massachusetts,East,Diana Pierce,42686,Junk,6,12.42,74.52
Sara Snyder,Massachusetts,East,Roy Rivera,42686,Junk,4,12.42,49.68
Patrick Graham,Nevada,West,Sarah Harrison,42686,Junk,6,12.42,74.52
Diane Gonzalez,California,West,Timothy Gonzales,42686,Junk,3,12.42,37.26
Sara Snyder,Massachusetts,East,Ernest Kelley,42686,Widgets,4,53.35,213.4
Randy Watson,New York,East,Antonio Mason,2016-11-13,Junk,1,12.42,12.42
Diane Gonzalez,California,West,Nicholas Schmidt,2016-11-13,Stuff,9,16.32,146.88
Frances Warren,New York,East,Debra Allen,2016-11-13,Stuff,7,16.32,114.24
Diane Gonzalez,Nevada,West,Paula Watson,2016-11-13,Widgets,1,53.35,53.35
Frances Warren,New York,East,Katherine Hayes,2016-11-13,Stuff,3,16.32,48.96
Frances Warren,New York,East,Brenda Cruz,2016-11-13,Junk,8,12.42,99.36
Sara Snyder,New York,East,Katherine Mcdonald,2016-11-13,Stuff,8,16.32,130.56
Patrick Graham,Washington,West,Margaret James,2016-11-13,Things,8,17.83,142.64
Patrick Graham,Washington,West,Craig Hicks,2016-11-13,Stuff,7,16.32,114.24
Diane Gonzalez,Washington,West,Kathy Schmidt,2016-11-13,Stuff,6,16.32,97.92
Sara Snyder,New York,East,Randy Burton,2016-11-13,Stuff,4,16.32,65.28
Sara Snyder,Massachusetts,East,Carl Howard,2016-11-13,Widgets,7,53.35,373.45
Sara Snyder,Massachusetts,East,Jason Patterson,2016-11-13,Things,4,17.83,71.32
Sara Snyder,Massachusetts,East,Jean Torres,2016-11-13,Stuff,5,16.32,81.6
Frances Warren,Massachusetts,East,Amy Carr,42687,Stuff,5,16.32,81.6
Sara Snyder,Connecticut,East,Clarence Mason,42687,Things,1,17.83,17.83
Patrick Graham,Washington,West,Craig Thomas,42687,Stuff,1,16.32,16.32
Patrick Graham,Oregon,West,Alice Brown,42687,Junk,6,12.42,74.52
Sara Snyder,New York,East,Cynthia Ray,42687,Junk,8,12.42,99.36
Diane Gonzalez,Washington,West,Angela Sullivan,42687,Junk,10,12.42,124.2
Diane Gonzalez,Washington,West,Angela Sullivan,42687,Junk,2,12.42,24.84
Patrick Graham,California,West,Joan Robinson,42687,Stuff,2,16.32,32.64
Frances Warren,New York,East,Louis Mason,42687,Junk,9,12.42,111.78
Frances Warren,Massachusetts,East,Justin Dixon,2016-11-14,Junk,8,12.42,99.36
Randy Watson,New York,East,Judith Woods,2016-11-14,Things,10,17.83,178.3
Frances Warren,Massachusetts,East,Jerry Palmer,2016-11-14,Things,7,17.83,124.81
Patrick Graham,Washington,West,Jane Ramirez,2016-11-14,Junk,6,12.42,74.52
Randy Watson,New York,East,Joseph Boyd,2016-11-14,Stuff,8,16.32,130.56
Sara Snyder,Massachusetts,East,Amanda Bryant,2016-11-14,Widgets,2,53.35,106.7
Sara Snyder,New Jersey,East,Eugene Hayes,2016-11-14,Junk,8,12.42,99.36
Sara Snyder,New Jersey,East,Peter Brown,2016-11-14,Junk,9,12.42,111.78
Patrick Graham,California,West,Beverly Jacobs,2016-11-14,Junk,6,12.42,74.52
Sara Snyder,New Jersey,East,Donna Bryant,2016-11-14,Junk,9,12.42,111.78
Patrick Graham,Washington,West,Sharon Montgomery,2016-11-14,Junk,6,12.42,74.52
Patrick Graham,California,West,Jacqueline Little,2016-11-14,Stuff,2,16.32,32.64
Patrick Graham,Washington,West,Ruth Kennedy,2016-11-14,Junk,5,12.42,62.1
Patrick Graham,Washington,West,Craig Thomas,2016-11-14,Stuff,2,16.32,32.64
Patrick Graham,Washington,West,Stephen Murray,2016-11-14,Junk,10,12.42,124.2
Sara Snyder,New Jersey,East,Judy Carpenter,42688,Junk,4,12.42,49.68
Diane Gonzalez,Nevada,West,Stephen Rice,42688,Junk,3,12.42,37.26
Patrick Graham,Washington,West,Ruth Day,42688,Widgets,6,53.35,320.1
Diane Gonzalez,Nevada,West,Doris Diaz,42688,Junk,6,12.42,74.52
Frances Warren,New York,East,Joseph Ryan,42688,Junk,2,12.42,24.84
